order_id,store_location,customer_id,order_date,total_amount,payment_method
1004,Los Angeles,33,2019-05-07T00:00:00,93.91,Debit Card
1008,Chicago,152,2022-01-24T00:00:00,88.47,Cash
1004,Houston,252,2023-06-10T00:00:00,493.47,Online Payment
1009,Chicago,180,2019-01-30T00:00:00,369.15,Online Payment
1010,Chicago,179,2019-07-27T00:00:00,31.43,Cash
1005,Houston,28,2023-07-19T00:00:00,320.2,Debit Card
1011,Chicago,234,2023-04-07T00:00:00,86.89,Credit Card
1005,Los Angeles,265,2021-09-05T00:00:00,152.38,Cash
1006,Houston,130,2018-07-28T00:00:00,421.68,Debit Card
1006,Los Angeles,149,2020-01-17T00:00:00,321.5,Credit Card
1008,Miami,34,2020-05-04T00:00:00,95.68,Online Payment
1007,Los Angeles,77,2023-05-20T00:00:00,308.15,Debit Card
1008,New York,87,2018-04-29T00:00:00,381.71,Cash
1009,Miami,118,2018-06-26T00:00:00,199.18,Cash
1010,Miami,32,2020-06-24T00:00:00,334.67,Online Payment
1009,New York,253,2021-02-19T00:00:00,77.16,Credit Card
1011,Miami,98,2021-01-23T00:00:00,251.48,Debit Card
1012,Miami,182,2018-04-14T00:00:00,98.74,Cash
1010,New York,144,2018-11-12T00:00:00,392.8,Cash
1008,Los Angeles,269,2019-10-15T00:00:00,305.44,Online Payment
1013,Miami,44,2021-11-28T00:00:00,203.17,Cash
1009,Los Angeles,162,2022-04-02T00:00:00,35.07,Credit Card
1010,Los Angeles,300,2018-12-31T00:00:00,24.3,Credit Card
1014,Miami,117,2023-04-19T00:00:00,348.21,Online Payment
1012,Chicago,216,2022-12-28T00:00:00,401.7,Cash
1011,New York,255,2018-06-02T00:00:00,34.42,Credit Card
1011,Los Angeles,6,2023-04-17T00:00:00,474.22,Debit Card
1007,Houston,300,2021-12-07T00:00:00,486.22,Cash
1013,Chicago,231,2021-10-09T00:00:00,465.91,Online Payment
1008,Houston,96,2023-05-28T00:00:00,415.15,Credit Card
1014,Chicago,208,2019-01-27T00:00:00,134.39,Credit Card
1015,Miami,77,2018-08-28T00:00:00,130.1,Debit Card
1015,Chicago,240,2022-01-09T00:00:00,232.96,Cash
1012,Los Angeles,227,2019-04-11T00:00:00,212.28,Cash
1009,Houston,192,2018-02-20T00:00:00,148.95,Debit Card
1013,Los Angeles,41,2020-01-18T00:00:00,91.34,Credit Card
1014,Los Angeles,289,2021-04-04T00:00:00,226.62,Credit Card
1012,New York,167,2023-04-18T00:00:00,215.69,Credit Card
1016,Chicago,206,2019-11-13T00:00:00,180.96,Online Payment
1015,Los Angeles,133,2019-01-15T00:00:00,443.1,Cash
1013,New York,141,2020-07-01T00:00:00,77.57,Online Payment
1017,Chicago,268,2020-11-05T00:00:00,276.09,Online Payment
1018,Chicago,265,2019-03-21T00:00:00,151.9,Cash
1016,Los Angeles,104,2021-09-28T00:00:00,489.97,Online Payment
1016,Miami,222,2019-07-20T00:00:00,90.05,Cash
1017,Los Angeles,13,2020-08-14T00:00:00,443.65,Cash
1014,New York,139,2019-04-24T00:00:00,188.04,Debit Card
1010,Houston,19,2021-09-17T00:00:00,377.52,Debit Card
1019,Chicago,114,2019-02-22T00:00:00,345.51,Cash
1015,New York,199,2022-05-31T00:00:00,329.01,Cash
1018,Los Angeles,233,2020-04-07T00:00:00,330.73,Debit Card
1017,Miami,45,2023-11-20T00:00:00,480.05,Credit Card
1018,Miami,240,2018-08-07T00:00:00,436.69,Cash
1011,Houston,65,2018-08-14T00:00:00,274.22,Credit Card
1020,Chicago,68,2022-04-05T00:00:00,371.95,Online Payment
1019,Los Angeles,170,2020-03-06T00:00:00,186.64,Cash
1016,New York,262,2018-11-29T00:00:00,112.19,Cash
1020,Los Angeles,50,2022-05-16T00:00:00,274.14,Debit Card
1017,New York,26,2021-11-07T00:00:00,430.42,Cash
1021,Los Angeles,97,2022-12-02T00:00:00,160.91,Debit Card
1018,New York,126,2023-09-12T00:00:00,232.84,Online Payment
1022,Los Angeles,216,2018-05-03T00:00:00,388.77,Cash
1023,Los Angeles,40,2020-07-09T00:00:00,489.02,Credit Card
1019,New York,197,2021-06-04T00:00:00,70.45,Debit Card
1012,Houston,255,2020-12-26T00:00:00,479.91,Debit Card
1024,Los Angeles,241,2021-10-29T00:00:00,64.25,Online Payment
1021,Chicago,285,2023-01-22T00:00:00,366.79,Debit Card
1019,Miami,19,2023-05-13T00:00:00,143.56,Credit Card
1013,Houston,138,2020-05-29T00:00:00,50.46,Online Payment
1020,New York,31,2020-02-26T00:00:00,57.86,Debit Card
1020,Miami,104,2021-10-23T00:00:00,275.02,Debit Card
1021,Miami,285,2022-06-09T00:00:00,74.32,Credit Card
1022,Chicago,1,2022-01-28T00:00:00,54.42,Cash
1025,Los Angeles,57,2021-04-30T00:00:00,458.74,Cash
1014,Houston,277,2023-05-21T00:00:00,89.3,Credit Card
1015,Houston,290,2021-12-19T00:00:00,94.35,Cash
1016,Houston,250,2020-09-11T00:00:00,463.44,Online Payment
1023,Chicago,45,2021-12-19T00:00:00,35.31,Debit Card
1026,Los Angeles,95,2018-08-24T00:00:00,497.45,Credit Card
1022,Miami,87,2018-05-26T00:00:00,162.85,Debit Card
1017,Houston,131,2023-12-16T00:00:00,209.62,Online Payment
1018,Houston,110,2023-06-03T00:00:00,162.5,Credit Card
1019,Houston,52,2022-04-17T00:00:00,354.59,Online Payment
1021,New York,248,2022-04-16T00:00:00,145.97,Debit Card
1022,New York,231,2020-09-13T00:00:00,441.18,Online Payment
1023,Miami,26,2023-05-21T00:00:00,52.67,Online Payment
1023,New York,56,2021-05-03T00:00:00,419.95,Online Payment
1020,Houston,172,2023-08-10T00:00:00,460.59,Online Payment
1021,Houston,183,2018-06-16T00:00:00,469.26,Credit Card
1024,Miami,240,2019-03-07T00:00:00,408.94,Online Payment
1024,New York,278,2018-10-01T00:00:00,122.12,Cash
1022,Houston,276,2020-08-14T00:00:00,350.34,Online Payment
1025,Miami,203,2018-11-05T00:00:00,86.01,Online Payment
1026,Miami,179,2019-07-30T00:00:00,480.91,Cash
1027,Los Angeles,216,2021-04-27T00:00:00,245.17,Debit Card
1023,Houston,262,2021-02-10T00:00:00,195.84,Online Payment
1024,Houston,239,2022-04-21T00:00:00,90.74,Cash
1027,Miami,173,2018-02-01T00:00:00,199.86,Debit Card
1025,Houston,216,2020-12-24T00:00:00,426.71,Online Payment
1025,New York,167,2022-05-02T00:00:00,432.56,Cash
1028,Los Angeles,220,2022-03-20T00:00:00,281.16,Debit Card
1028,Miami,145,2023-05-19T00:00:00,332.29,Credit Card
1026,Houston,181,2023-08-28T00:00:00,455.02,Debit Card
1029,Los Angeles,56,2020-08-05T00:00:00,149.08,Credit Card
1027,Houston,273,2021-10-26T00:00:00,91.2,Online Payment
1030,Los Angeles,208,2022-03-29T00:00:00,455.89,Debit Card
1029,Miami,165,2018-12-12T00:00:00,445.16,Debit Card
1031,Los Angeles,63,2020-01-02T00:00:00,126.43,Online Payment
1024,Chicago,165,2021-01-24T00:00:00,174.9,Online Payment
1032,Los Angeles,285,2021-10-16T00:00:00,319.14,Online Payment
1026,New York,114,2023-09-23T00:00:00,325.78,Credit Card
1025,Chicago,107,2023-06-15T00:00:00,316.48,Debit Card
1030,Miami,179,2021-08-17T00:00:00,265.1,Online Payment
1028,Houston,250,2020-10-31T00:00:00,25.92,Debit Card
1026,Chicago,206,2023-07-22T00:00:00,102.77,Cash
1033,Los Angeles,243,2022-04-21T00:00:00,318.24,Debit Card
1027,New York,111,2023-03-02T00:00:00,464.1,Credit Card
1031,Miami,25,2023-05-06T00:00:00,100.92,Credit Card
1034,Los Angeles,293,2022-07-18T00:00:00,266.8,Debit Card
1027,Chicago,109,2021-09-30T00:00:00,135.96,Debit Card
1035,Los Angeles,1,2022-07-15T00:00:00,208.39,Debit Card
1029,Houston,267,2021-05-10T00:00:00,494.67,Cash
1032,Miami,28,2021-10-06T00:00:00,375.04,Credit Card
1028,New York,16,2023-01-15T00:00:00,484.82,Debit Card
1029,New York,32,2023-11-20T00:00:00,367.16,Cash
1030,Houston,187,2019-03-07T00:00:00,49.3,Credit Card
1030,New York,235,2018-02-28T00:00:00,353.21,Cash
1036,Los Angeles,47,2018-04-01T00:00:00,216.56,Credit Card
1031,New York,18,2021-03-02T00:00:00,235.92,Cash
1028,Chicago,220,2021-12-22T00:00:00,446.39,Online Payment
1033,Miami,58,2022-01-06T00:00:00,217.52,Online Payment
1029,Chicago,93,2020-12-15T00:00:00,73.86,Online Payment
1031,Houston,106,2018-04-19T00:00:00,329.74,Cash
1030,Chicago,4,2023-05-10T00:00:00,375.31,Online Payment
1032,Houston,177,2022-04-30T00:00:00,108.02,Cash
1033,Houston,151,2019-11-04T00:00:00,199.58,Debit Card
1037,Los Angeles,199,2021-09-03T00:00:00,233.26,Online Payment
1032,New York,27,2021-05-29T00:00:00,129.85,Debit Card
1034,Miami,268,2022-01-01T00:00:00,281.38,Debit Card
1031,Chicago,59,2021-08-03T00:00:00,370.1,Cash
1033,New York,238,2019-02-16T00:00:00,483.5,Online Payment
1038,Los Angeles,154,2020-02-13T00:00:00,498.11,Online Payment
1034,New York,289,2020-01-31T00:00:00,228.08,Debit Card
1032,Chicago,278,2023-10-23T00:00:00,36.68,Cash
1039,Los Angeles,162,2021-01-11T00:00:00,489.85,Cash
1035,New York,203,2020-03-24T00:00:00,432.27,Debit Card
1034,Houston,56,2022-08-29T00:00:00,200.86,Cash
1035,Miami,283,2018-05-19T00:00:00,177.8,Debit Card
1033,Chicago,280,2019-01-01T00:00:00,68.68,Online Payment
1035,Houston,165,2021-07-05T00:00:00,413.42,Cash
1036,Miami,3,2020-07-22T00:00:00,240.09,Cash
1040,Los Angeles,66,2022-05-04T00:00:00,95.09,Cash
1036,Houston,90,2021-04-03T00:00:00,416.02,Cash
1037,Miami,255,2018-02-24T00:00:00,50.44,Debit Card
1036,New York,161,2018-07-19T00:00:00,159.03,Online Payment
1038,Miami,37,2018-12-20T00:00:00,208.86,Credit Card
1037,New York,126,2019-11-25T00:00:00,496.39,Credit Card
1034,Chicago,8,2023-06-14T00:00:00,262.35,Credit Card
1035,Chicago,185,2022-01-25T00:00:00,319.59,Online Payment
1036,Chicago,72,2021-05-08T00:00:00,355.76,Debit Card
1041,Los Angeles,16,2018-03-21T00:00:00,203.16,Online Payment
1039,Miami,287,2020-04-02T00:00:00,183.16,Credit Card
1037,Houston,34,2021-05-06T00:00:00,192.68,Debit Card
1037,Chicago,146,2020-09-26T00:00:00,425.58,Cash
1040,Miami,221,2022-09-21T00:00:00,21.23,Cash
1038,New York,77,2020-06-24T00:00:00,73.44,Online Payment
1038,Houston,116,2021-04-28T00:00:00,258.81,Debit Card
1041,Miami,211,2020-02-06T00:00:00,139.71,Online Payment
1039,Houston,35,2020-09-19T00:00:00,376.75,Cash
1038,Chicago,16,2021-02-03T00:00:00,423.91,Debit Card
1042,Los Angeles,267,2018-12-26T00:00:00,145.89,Credit Card
1043,Los Angeles,279,2019-06-23T00:00:00,379.63,Debit Card
1044,Los Angeles,203,2019-12-19T00:00:00,126.58,Online Payment
1039,Chicago,74,2018-06-09T00:00:00,57.89,Cash
1042,Miami,15,2020-04-27T00:00:00,95.16,Debit Card
1040,Houston,278,2020-04-12T00:00:00,471.6,Debit Card
1040,Chicago,256,2022-01-31T00:00:00,470.96,Cash
1039,New York,251,2022-03-09T00:00:00,477.27,Credit Card
1043,Miami,288,2021-09-19T00:00:00,81.2,Cash
1041,Chicago,187,2020-01-07T00:00:00,53.03,Credit Card
1042,Chicago,151,2020-10-25T00:00:00,117.59,Debit Card
1040,New York,121,2021-12-17T00:00:00,56.84,Credit Card
1041,Houston,67,2018-09-16T00:00:00,307.86,Debit Card
1045,Los Angeles,215,2019-06-27T00:00:00,277.86,Online Payment
1043,Chicago,219,2018-10-01T00:00:00,115.4,Debit Card
1046,Los Angeles,12,2018-03-09T00:00:00,490.1,Online Payment
1042,Houston,112,2022-06-05T00:00:00,353.74,Debit Card
1044,Miami,266,2020-10-31T00:00:00,263.48,Online Payment
1047,Los Angeles,201,2018-08-16T00:00:00,300.63,Online Payment
1041,New York,207,2018-11-21T00:00:00,261.44,Online Payment
1042,New York,75,2018-03-13T00:00:00,475.92,Credit Card
1043,New York,76,2019-06-23T00:00:00,122.54,Online Payment
1043,Houston,116,2023-09-17T00:00:00,188.33,Online Payment
1048,Los Angeles,77,2023-10-04T00:00:00,87.62,Credit Card
1049,Los Angeles,174,2018-02-25T00:00:00,85.85,Cash
1044,Chicago,2,2023-04-21T00:00:00,137.47,Online Payment
1050,Los Angeles,52,2023-02-19T00:00:00,318.56,Online Payment
1051,Los Angeles,214,2020-06-12T00:00:00,219.24,Debit Card
1052,Los Angeles,63,2019-11-15T00:00:00,459.64,Online Payment
1045,Chicago,142,2019-05-23T00:00:00,350.56,Credit Card
1053,Los Angeles,65,2021-11-07T00:00:00,459.8,Cash
1046,Chicago,213,2019-10-26T00:00:00,80.12,Debit Card
1054,Los Angeles,269,2023-02-24T00:00:00,212.99,Online Payment
1045,Miami,272,2018-09-12T00:00:00,276.19,Online Payment
1046,Miami,146,2019-12-27T00:00:00,172.82,Cash
1044,New York,62,2022-03-26T00:00:00,223.95,Cash
1055,Los Angeles,49,2020-06-09T00:00:00,399.29,Online Payment
1047,Chicago,48,2018-06-02T00:00:00,157.93,Cash
1048,Chicago,132,2021-11-17T00:00:00,137.22,Cash
1049,Chicago,81,2018-01-04T00:00:00,147.95,Online Payment
1047,Miami,113,2021-03-28T00:00:00,179.51,Debit Card
1045,New York,70,2022-03-21T00:00:00,195.29,Credit Card
1050,Chicago,242,2022-06-06T00:00:00,346.17,Debit Card
1046,New York,291,2019-02-13T00:00:00,29.06,Online Payment
1044,Houston,3,2020-05-24T00:00:00,241.33,Cash
1051,Chicago,96,2022-06-10T00:00:00,332.24,Credit Card
1052,Chicago,136,2018-05-29T00:00:00,145.85,Credit Card
1053,Chicago,229,2023-05-19T00:00:00,225.83,Cash
1056,Los Angeles,166,2022-12-07T00:00:00,483.37,Debit Card
1048,Miami,57,2019-01-13T00:00:00,52.59,Credit Card
1045,Houston,35,2020-07-08T00:00:00,137.41,Credit Card
1049,Miami,250,2019-02-15T00:00:00,449.29,Credit Card
1054,Chicago,124,2020-08-10T00:00:00,406.93,Online Payment
1055,Chicago,213,2023-08-13T00:00:00,141.25,Cash
1046,Houston,274,2023-02-14T00:00:00,257.89,Cash
1047,New York,220,2021-10-30T00:00:00,241.25,Credit Card
1050,Miami,125,2022-06-07T00:00:00,116.02,Cash
1057,Los Angeles,270,2020-04-07T00:00:00,130.37,Credit Card
1047,Houston,16,2019-01-28T00:00:00,490.59,Credit Card
1051,Miami,213,2019-04-11T00:00:00,418.01,Online Payment
1058,Los Angeles,286,2023-05-15T00:00:00,159.54,Credit Card
1048,New York,189,2018-10-15T00:00:00,491.54,Cash
1056,Chicago,276,2020-08-15T00:00:00,422.74,Online Payment
1048,Houston,184,2018-07-21T00:00:00,380.76,Credit Card
1049,New York,23,2021-03-21T00:00:00,385.79,Online Payment
1049,Houston,89,2020-09-28T00:00:00,120.34,Credit Card
1057,Chicago,269,2018-12-30T00:00:00,462.51,Credit Card
1059,Los Angeles,231,2018-03-07T00:00:00,216.83,Online Payment
1050,New York,102,2022-07-14T00:00:00,220.38,Debit Card
1060,Los Angeles,80,2023-09-17T00:00:00,164.67,Online Payment
1052,Miami,91,2019-05-15T00:00:00,336.73,Online Payment
1061,Los Angeles,271,2023-08-01T00:00:00,456.3,Debit Card
1050,Houston,97,2020-01-01T00:00:00,124.38,Credit Card
1062,Los Angeles,100,2020-11-23T00:00:00,276.78,Debit Card
1051,New York,225,2019-07-04T00:00:00,461.84,Online Payment
1053,Miami,34,2018-10-18T00:00:00,157.33,Debit Card
1058,Chicago,247,2022-07-17T00:00:00,435.62,Online Payment
1059,Chicago,222,2021-12-01T00:00:00,373.29,Credit Card
1063,Los Angeles,26,2023-12-19T00:00:00,87.84,Debit Card
1064,Los Angeles,267,2018-10-23T00:00:00,140.74,Debit Card
1065,Los Angeles,36,2019-02-10T00:00:00,458.85,Cash
1060,Chicago,57,2022-04-09T00:00:00,88.34,Cash
1052,New York,22,2018-05-10T00:00:00,373.19,Debit Card
1053,New York,212,2023-06-14T00:00:00,280.36,Online Payment
1051,Houston,24,2020-08-01T00:00:00,76.75,Cash
1061,Chicago,256,2020-02-09T00:00:00,65.64,Online Payment
1062,Chicago,92,2020-10-03T00:00:00,316.37,Online Payment
1063,Chicago,2,2019-06-06T00:00:00,455.73,Cash
1064,Chicago,45,2019-09-04T00:00:00,328.9,Debit Card
1054,Miami,219,2020-07-26T00:00:00,414.75,Debit Card
1055,Miami,242,2021-04-25T00:00:00,287.28,Debit Card
1052,Houston,176,2020-06-30T00:00:00,263.48,Online Payment
1054,New York,38,2018-10-11T00:00:00,269.19,Credit Card
1053,Houston,249,2023-12-03T00:00:00,474.92,Online Payment
1066,Los Angeles,96,2019-03-18T00:00:00,395.99,Credit Card
1055,New York,201,2023-01-31T00:00:00,260.89,Cash
1056,Miami,287,2023-03-13T00:00:00,421.65,Credit Card
1067,Los Angeles,69,2023-02-16T00:00:00,207.88,Debit Card
1054,Houston,139,2021-10-10T00:00:00,192.0,Online Payment
1068,Los Angeles,183,2022-01-17T00:00:00,232.04,Online Payment
1057,Miami,79,2022-11-21T00:00:00,338.57,Online Payment
1056,New York,174,2021-04-12T00:00:00,156.55,Credit Card
1057,New York,300,2020-06-26T00:00:00,128.97,Cash
1058,New York,198,2019-03-17T00:00:00,27.69,Credit Card
1065,Chicago,222,2020-10-12T00:00:00,226.37,Cash
1058,Miami,5,2022-05-09T00:00:00,131.25,Debit Card
1066,Chicago,141,2022-06-27T00:00:00,329.81,Credit Card
1055,Houston,224,2022-05-16T00:00:00,98.53,Online Payment
1059,Miami,273,2022-09-11T00:00:00,314.02,Credit Card
1069,Los Angeles,278,2022-11-05T00:00:00,209.2,Online Payment
1056,Houston,27,2023-03-03T00:00:00,269.66,Cash
1060,Miami,176,2023-02-05T00:00:00,264.74,Online Payment
1059,New York,248,2019-05-08T00:00:00,32.68,Online Payment
1057,Houston,166,2020-01-21T00:00:00,48.4,Credit Card
1058,Houston,154,2018-09-27T00:00:00,158.61,Debit Card
1061,Miami,186,2018-02-24T00:00:00,133.95,Credit Card
1062,Miami,170,2020-04-23T00:00:00,145.67,Credit Card
1070,Los Angeles,118,2018-04-13T00:00:00,249.13,Debit Card
1063,Miami,288,2019-12-31T00:00:00,69.1,Debit Card
1064,Miami,5,2019-05-16T00:00:00,24.44,Cash
1067,Chicago,97,2018-11-06T00:00:00,370.02,Credit Card
1071,Los Angeles,171,2019-08-28T00:00:00,477.91,Debit Card
1060,New York,247,2020-02-22T00:00:00,121.64,Debit Card
1065,Miami,265,2022-06-27T00:00:00,39.37,Online Payment
1059,Houston,242,2021-10-08T00:00:00,372.79,Cash
1068,Chicago,161,2019-04-29T00:00:00,368.75,Debit Card
1066,Miami,20,2020-12-04T00:00:00,418.77,Cash
1067,Miami,72,2020-12-22T00:00:00,298.96,Debit Card
1069,Chicago,159,2022-01-02T00:00:00,397.83,Credit Card
1061,New York,22,2023-02-21T00:00:00,459.86,Credit Card
1072,Los Angeles,174,2019-08-23T00:00:00,203.37,Debit Card
1070,Chicago,162,2020-10-13T00:00:00,69.19,Cash
1071,Chicago,60,2020-03-17T00:00:00,119.21,Cash
1068,Miami,77,2020-05-06T00:00:00,344.14,Debit Card
1069,Miami,38,2023-03-03T00:00:00,60.05,Cash
1060,Houston,136,2021-12-03T00:00:00,366.86,Online Payment
1070,Miami,242,2022-10-01T00:00:00,124.53,Online Payment
1061,Houston,57,2021-05-08T00:00:00,61.43,Online Payment
1062,New York,106,2021-12-22T00:00:00,241.89,Online Payment
1062,Houston,3,2020-07-11T00:00:00,247.12,Cash
1063,Houston,252,2022-11-26T00:00:00,398.12,Debit Card
1063,New York,162,2018-10-29T00:00:00,35.62,Online Payment
1064,Houston,81,2018-02-24T00:00:00,375.91,Cash
1071,Miami,295,2022-05-03T00:00:00,476.64,Online Payment
1072,Chicago,59,2022-06-02T00:00:00,237.71,Debit Card
1073,Chicago,105,2020-08-01T00:00:00,146.19,Cash
1064,New York,160,2021-08-06T00:00:00,330.07,Debit Card
1072,Miami,14,2020-07-12T00:00:00,366.64,Credit Card
1073,Miami,144,2022-05-06T00:00:00,283.44,Online Payment
1065,New York,187,2021-01-03T00:00:00,319.81,Debit Card
1065,Houston,254,2021-10-05T00:00:00,109.46,Online Payment
1074,Chicago,56,2020-02-11T00:00:00,333.26,Online Payment
1066,New York,261,2023-05-21T00:00:00,335.71,Debit Card
1067,New York,164,2019-08-21T00:00:00,471.49,Online Payment
1068,New York,42,2019-08-09T00:00:00,27.48,Credit Card
1073,Los Angeles,283,2023-12-15T00:00:00,226.81,Debit Card
1074,Miami,73,2021-01-21T00:00:00,260.86,Online Payment
1075,Miami,282,2021-10-06T00:00:00,387.73,Online Payment
1074,Los Angeles,43,2020-03-09T00:00:00,338.62,Online Payment
1075,Chicago,69,2022-03-16T00:00:00,352.19,Online Payment
1076,Chicago,37,2018-01-31T00:00:00,275.84,Cash
1076,Miami,219,2023-10-29T00:00:00,180.98,Credit Card
1077,Miami,185,2022-11-27T00:00:00,25.77,Online Payment
1077,Chicago,20,2023-07-15T00:00:00,96.04,Credit Card
1069,New York,277,2020-06-29T00:00:00,182.55,Cash
1066,Houston,4,2023-10-25T00:00:00,224.17,Cash
1070,New York,244,2018-10-04T00:00:00,184.43,Online Payment
1078,Chicago,198,2023-11-20T00:00:00,170.86,Credit Card
1078,Miami,139,2021-01-01T00:00:00,83.85,Cash
1075,Los Angeles,174,2020-08-25T00:00:00,402.14,Credit Card
1067,Houston,221,2023-07-11T00:00:00,454.02,Credit Card
1079,Miami,29,2023-07-28T00:00:00,281.15,Credit Card
1076,Los Angeles,100,2022-07-29T00:00:00,457.1,Credit Card
1071,New York,4,2023-03-16T00:00:00,206.54,Debit Card
1077,Los Angeles,295,2023-03-27T00:00:00,89.43,Online Payment
1079,Chicago,55,2019-12-04T00:00:00,309.88,Online Payment
1080,Miami,253,2021-12-29T00:00:00,416.68,Online Payment
1072,New York,299,2018-08-15T00:00:00,301.13,Debit Card
1078,Los Angeles,40,2023-12-17T00:00:00,328.39,Debit Card
1068,Houston,114,2019-09-18T00:00:00,115.29,Debit Card
1080,Chicago,132,2019-11-07T00:00:00,80.91,Online Payment
1069,Houston,110,2018-08-17T00:00:00,53.09,Cash
1070,Houston,289,2021-03-23T00:00:00,448.64,Credit Card
1081,Chicago,148,2022-01-20T00:00:00,401.45,Credit Card
1082,Chicago,74,2020-10-16T00:00:00,218.69,Online Payment
1071,Houston,226,2018-01-07T00:00:00,300.3,Cash
1081,Miami,93,2021-06-24T00:00:00,133.67,Cash
1073,New York,298,2021-11-17T00:00:00,69.7,Cash
1083,Chicago,290,2021-04-19T00:00:00,251.49,Cash
1082,Miami,295,2019-10-17T00:00:00,483.94,Credit Card
1072,Houston,49,2020-05-30T00:00:00,85.8,Credit Card
1083,Miami,99,2018-01-01T00:00:00,409.45,Debit Card
1074,New York,23,2020-03-13T00:00:00,393.67,Debit Card
1079,Los Angeles,10,2022-02-01T00:00:00,61.2,Credit Card
1084,Chicago,61,2019-08-29T00:00:00,458.81,Debit Card
1085,Chicago,255,2018-06-16T00:00:00,140.09,Credit Card
1084,Miami,90,2023-09-15T00:00:00,405.25,Online Payment
1085,Miami,194,2020-12-03T00:00:00,166.72,Debit Card
1075,New York,76,2019-05-16T00:00:00,270.92,Cash
1073,Houston,124,2019-12-30T00:00:00,464.04,Credit Card
1074,Houston,230,2020-10-10T00:00:00,250.15,Online Payment
1076,New York,55,2021-03-17T00:00:00,490.18,Debit Card
1075,Houston,62,2019-01-06T00:00:00,437.31,Debit Card
1086,Miami,146,2023-06-20T00:00:00,274.1,Cash
1077,New York,148,2018-02-04T00:00:00,332.33,Online Payment
1080,Los Angeles,256,2018-08-21T00:00:00,335.04,Online Payment
1081,Los Angeles,37,2023-07-23T00:00:00,207.51,Credit Card
1078,New York,85,2022-05-08T00:00:00,438.54,Debit Card
1087,Miami,172,2022-08-12T00:00:00,466.18,Credit Card
1079,New York,107,2023-08-05T00:00:00,211.33,Online Payment
1076,Houston,20,2020-12-18T00:00:00,394.79,Online Payment
1080,New York,36,2018-05-08T00:00:00,496.34,Cash
1086,Chicago,102,2019-07-31T00:00:00,243.61,Online Payment
1087,Chicago,198,2022-12-06T00:00:00,264.75,Debit Card
1081,New York,282,2020-10-09T00:00:00,265.08,Online Payment
1088,Miami,198,2021-02-11T00:00:00,92.87,Online Payment
1088,Chicago,238,2018-08-12T00:00:00,347.68,Online Payment
1089,Miami,246,2018-01-06T00:00:00,159.79,Credit Card
1089,Chicago,270,2019-04-01T00:00:00,138.83,Online Payment
1082,Los Angeles,5,2022-03-09T00:00:00,163.54,Online Payment
1090,Chicago,77,2019-11-26T00:00:00,224.59,Cash
1090,Miami,254,2020-07-21T00:00:00,423.78,Credit Card
1091,Miami,117,2018-08-22T00:00:00,372.5,Online Payment
1082,New York,139,2019-11-14T00:00:00,474.03,Online Payment
1083,Los Angeles,182,2020-09-12T00:00:00,150.56,Cash
1092,Miami,67,2022-07-17T00:00:00,263.21,Online Payment
1093,Miami,45,2019-03-05T00:00:00,29.3,Online Payment
1094,Miami,286,2022-12-08T00:00:00,377.33,Online Payment
1095,Miami,167,2019-05-06T00:00:00,363.31,Credit Card
1084,Los Angeles,147,2023-07-18T00:00:00,174.48,Online Payment
1091,Chicago,265,2018-03-22T00:00:00,463.87,Cash
